Id;Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;Tonnage
1526;21/22;HAOUZ;Marrakech;CLA;CLA16;20211;TR20211;01/11/2021;251163,2
1527;21/22;HAOUZ;Marrakech;CLA;CLA16;20212;TR20212;01/11/2021;144386,906
1528;21/22;HAOUZ;Marrakech;CLA;CLA16;20319;TR20319;01/11/2021;302497,508
1529;21/22;HAOUZ;Marrakech;CLA;CLA16;20320;TR20320;01/11/2021;344196,968
1530;21/22;HAOUZ;Marrakech;CLA;CLA16;20321;TR20321;01/11/2021;130303,259
1531;21/22;HAOUZ;Marrakech;CLA;CLA16;20324;TR20324;01/11/2021;33456,437
1532;21/22;HAOUZ;Marrakech;CLA;CLA16;20328;TR20328;01/11/2021;128209,688
1533;21/22;HAOUZ;Marrakech;CLA;CLA16;20329;TR20329;01/11/2021;368826,914
1534;21/22;HAOUZ;Marrakech;CLA;CLA16;20330;TR20330;01/11/2021;90780,545
1535;21/22;HAOUZ;Marrakech;CLA;CLA16;20416;TR20416;01/11/2021;63742,337
1536;21/22;HAOUZ;Marrakech;CLA;CLA16;20422;TR20422;01/11/2021;20571,158
1537;21/22;HAOUZ;Marrakech;CLA;CLA16;20423;TR20423;01/11/2021;114113,981
1538;21/22;HAOUZ;Marrakech;CLA;CLA16;20531;TR20531;01/11/2021;145627,463
1539;21/22;HAOUZ;Marrakech;CLA;CLA17;25310;TR25310;01/11/2021;147922,01
1540;21/22;ORIENTAL;Cherraa;CLA;CLA5;11001;TR11300;01/11/2021;29317,682
1541;21/22;ORIENTAL;Cherraa;CLA;CLA5;11002;TR11300;01/11/2021;24304,4
1542;21/22;ORIENTAL;Cherraa;CLA;CLA5;11003;TR11300;01/11/2021;134403,017
1543;21/22;ORIENTAL;Cherraa;CLA;CLA5;11004;TR11300;01/11/2021;83603,078
1544;21/22;ORIENTAL;Cherraa;CLA;CLA5;11005;TR11300;01/11/2021;195789,089
1545;21/22;ORIENTAL;Cherraa;CLA;CLA5;11006;TR11300;01/11/2021;49975,817
1546;21/22;ORIENTAL;Cherraa;CLA;CLA5;11007;TR11300;01/11/2021;13510,1
1547;21/22;ORIENTAL;Cherraa;CLA;CLA5;11008;TR11400;01/11/2021;200903,648
1548;21/22;ORIENTAL;Cherraa;CLA;CLA5;11009;TR11400;01/11/2021;442762,421
1549;21/22;ORIENTAL;Cherraa;CLA;CLA5;11010;TR11400;01/11/2021;40700,45
1550;21/22;ORIENTAL;Cherraa;CLA;CLA5;11011;TR11400;01/11/2021;255489,677
1551;21/22;ORIENTAL;Cherraa;CLA;CLA5;11012;TR11100;01/11/2021;593116,604
1552;21/22;ORIENTAL;Cherraa;CLA;CLA5;11013;TR11100;01/11/2021;173811,557
1553;21/22;ORIENTAL;Cherraa;CLA;CLA5;11014;TR11100;01/11/2021;71642,81
1554;21/22;ORIENTAL;Cherraa;CLA;CLA5;11015;TR11200;01/11/2021;5231,198
1555;21/22;ORIENTAL;Cherraa;CLA;CLA5;11016;TR11100;01/11/2021;10214,873
1556;21/22;ORIENTAL;Cherraa;CLA;CLA5;11017;TR11100;01/11/2021;8660,03
1557;21/22;ORIENTAL;Cherraa;CLA;CLA5;11018;TR11100;01/11/2021;121472,138
1558;21/22;ORIENTAL;Cherraa;CLA;CLA5;11019;TR11100;01/11/2021;114563,525
1559;21/22;ORIENTAL;Cherraa;CLA;CLA5;11020;TR11200;01/11/2021;59023,76
1560;21/22;ORIENTAL;Cherraa;CLA;CLA5;11021;TR11200;01/11/2021;10998,566
1561;21/22;ORIENTAL;Cherraa;CLA;CLA5;11022;TR11200;01/11/2021;18596
1562;21/22;ORIENTAL;Cherraa;CLA;CLA5;11023;TR11200;01/11/2021;28133,219
1563;21/22;ORIENTAL;Cherraa;CLA;CLA5;11024;TR11200;01/11/2021;10778,114
1564;21/22;ORIENTAL;Cherraa;CLA;CLA5;11025;TR11200;01/11/2021;38467,421
1565;21/22;ORIENTAL;Cherraa;CLA;CLA5;11026;TR11200;01/11/2021;9302,675
1566;21/22;ORIENTAL;Cherraa;CLA;CLA5;11027;TR11200;01/11/2021;708,32
1567;21/22;ORIENTAL;Cherraa;CLA;CLA5;11028;TR11200;01/11/2021;85,592
1568;21/22;ORIENTAL;Cherraa;CLA;CLA5;11029;TR11200;01/11/2021;145,61
1569;21/22;ORIENTAL;Cherraa;CLA;CLA5;11030;TR11200;01/11/2021;1418,333
1570;21/22;ORIENTAL;Cherraa;CLA;CLA5;11031;TR11500;01/11/2021;5691,188
1571;21/22;ORIENTAL;Cherraa;CLA;CLA5;11032;TR11500;01/11/2021;85,592
1572;21/22;ORIENTAL;Cherraa;CLA;CLA5;11033;TR11200;01/11/2021;138,89
1573;21/22;ORIENTAL;Cherraa;CLA;CLA5;11034;TR11500;01/11/2021;5329,874
1574;21/22;ORIENTAL;Cherraa;CLA;CLA5;11036;TR11500;01/11/2021;2807,513
1575;21/22;ORIENTAL;Cherraa;CLA;CLA5;11037;TR11500;01/11/2021;85,592
1576;21/22;ORIENTAL;Cherraa;CLA;CLA5;11038;TR11500;01/11/2021;5060,126
1577;21/22;ORIENTAL;Cherraa;CLA;CLA5;11039;TR11500;01/11/2021;552,374
1578;21/22;ORIENTAL;Cherraa;CLA;CLA5;11040;TR11500;01/11/2021;85,592
1579;21/22;ORIENTAL;Cherraa;CLA;CLA5;11041;TR11500;01/11/2021;6169,976
1580;21/22;SOUSS;Ouled Teima;CLA;CLA15;11010;TR11010;01/11/2021;1254,632
1581;21/22;SOUSS;Ouled Teima;CLA;CLA15;12010;TR12010;01/11/2021;92,9
1582;21/22;SOUSS;Taroudant;CLA;CLA14;11020;TR11020;01/11/2021;8396,867
1583;21/22;SOUSS;Taroudant;NOA;NOA1;11010;TR11010;01/11/2021;11899,949
1584;21/22;SOUSS;Qrarma;CLA;CLA1;41060;TR41060;01/11/2021;397,1
1585;21/22;SOUSS;Qrarma;CLA;CLA14;41070;TR41070;01/11/2021;210218,9
1586;21/22;SOUSS;Qrarma;CLA;CLA14;41080;TR41080;01/11/2021;43880,3
1587;21/22;SOUSS;Qrarma;CLA;CLA14;41090;TR41090;01/11/2021;31249,7
1588;21/22;SOUSS;Qrarma;CLA;CLA14;41100;TR41070;01/11/2021;15443
1589;21/22;SOUSS;Qrarma;CLA;CLA14;41110;TR41110;01/11/2021;857
1590;21/22;SOUSS;Qrarma;CLA;CLA14;51010;TR51040;01/11/2021;1667
1591;21/22;SOUSS;Qrarma;CLA;CLA15;21030;TR21030;01/11/2021;1565
1592;21/22;SOUSS;Qrarma;ORA;ORA2;11100;TR11100;01/11/2021;1559
1593;21/22;SOUSS;Qrarma;ORA;ORA2;21020;TR21020;01/11/2021;2465
1594;21/22;SOUSS;Qrarma;ORA;ORA2;31010;TR31010;01/11/2021;2213
1595;21/22;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/11/2021;1859
1596;21/22;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/11/2021;3071
1597;21/22;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;01/11/2021;1961
1598;21/22;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;01/11/2021;815
1599;21/22;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/11/2021;1661
1600;21/22;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;01/11/2021;1937
1601;21/22;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/11/2021;1769
1602;21/22;SOUSS;Taroudant;CLA;CLA4;10030;TR10030;01/11/2021;1811
1603;21/22;SOUSS;Taroudant;CLA;CLA14;10010;TR10010;01/11/2021;2180
1604;21/22;SOUSS;Taroudant;CLA;CLA14;24010;TR24000;01/11/2021;752
1605;21/22;SOUSS;Taroudant;CLA;CLA14;25010;TR24000;01/11/2021;3443
1606;21/22;SOUSS;Taroudant;CLA;CLA14;26010;TR24000;01/11/2021;2093
1607;21/22;SOUSS;Taroudant;CLA;CLA15;21020;TR23000;01/11/2021;626
1608;21/22;SOUSS;Taroudant;CLA;CLA15;21030;TR23000;01/11/2021;1064
1609;21/22;SOUSS;Taroudant;CLA;CLA15;22020;TR23000;01/11/2021;797
1610;21/22;SOUSS;Taroudant;CLA;CLA15;22030;TR23000;01/11/2021;797
1611;21/22;SOUSS;Taroudant;CLA;CLA15;23020;TR23000;01/11/2021;1763
1612;21/22;SOUSS;Taroudant;CLA;CLA15;23030;TR23000;01/11/2021;2711
1613;21/22;SOUSS;Taroudant;NOA;NOA1;25020;TR25000;01/11/2021;2543
1614;21/22;SOUSS;Taroudant;NOA;NOA1;25030;TR25000;01/11/2021;2525
1615;21/22;SOUSS;Taroudant;NOA;NOA1;25040;TR25000;01/11/2021;2345
1616;21/22;SOUSS;Taroudant;NOA;NOA1;26040;TR26000;01/11/2021;2537
1617;21/22;SOUSS;Taroudant;NOA;NOA1;27010;TR27010;01/11/2021;4835
1618;21/22;SOUSS;Taroudant;CLA;CLA14;25510;TR25510;01/11/2021;4601
1619;21/22;SOUSS;Taroudant;CLA;CLA15;21110;TR21110;01/11/2021;8861
1620;21/22;SOUSS;Taroudant;CLA;CLA15;48110;TR48110;01/11/2021;1805
1621;21/22;SOUSS;Taroudant;NOA;NOA1;15110;TR16110;01/11/2021;4385
1622;21/22;SOUSS;Taroudant;NOA;NOA1;16110;TR16110;01/11/2021;6401
1623;21/22;SOUSS;Taroudant;ORA;ORA4;33110;TR33110;01/11/2021;4607
1624;21/22;SOUSS;Taroudant;ORA;ORA4;34110;TR34110;01/11/2021;5561
1625;21/22;SOUSS;Taroudant;SPA;SPA11;36210;TR36210;01/11/2021;5183
1626;21/22;TADLA;Bni Ayat;CLA;CLA14;20101;TR20100;01/11/2021;28385
1627;21/22;TADLA;Bni Ayat;CLA;CLA15;10101;TR10000;01/11/2021;3083
1628;21/22;TADLA;Bni Ayat;CLA;CLA15;10301;TR10100;01/11/2021;24203
1629;21/22;TADLA;Bni Ayat;CLA;CLA15;10304;TR10100;01/11/2021;60773
1630;21/22;TADLA;Bni Ayat;CLA;CLA15;10308;TR10100;01/11/2021;5618
1631;21/22;TADLA;Bni Ayat;CLA;CLA15;30101;TR30000;01/11/2021;18929
1632;21/22;TADLA;Bni Ayat;CLA;CLA15;30103;TR30000;01/11/2021;755
1633;21/22;TADLA;Bni Ayat;CLA;CLA16;20201;TR20000;01/11/2021;9386,9
1634;21/22;TADLA;Bni Ayat;CLA;CLA16;20202;TR20000;01/11/2021;377
1635;21/22;TADLA;Bni Ayat;CLA;CLA16;20209;TR20000;01/11/2021;89643,8
1636;21/22;TADLA;Beni Mellal;CLA;CLA11;10070;TR10100;01/11/2021;14357
1637;21/22;TADLA;Beni Mellal;CLA;CLA15;20050;TR10200;01/11/2021;6605
1638;21/22;TADLA;Beni Mellal;CLA;CLA16;10040;TR10000;01/11/2021;11216,3
1639;21/22;TADLA;Beni Mellal;CLA;CLA7;10050;TR10100;01/11/2021;5447
1640;21/22;TADLA;Beni Mellal;CLA;CLA7;30061;TR30100;01/11/2021;1709
1641;21/22;TADLA;Beni Mellal;CLA;CLA15;30060;TR30400;01/11/2021;16919,9
1642;21/22;TADLA;Beni Mellal;CLA;CLA16;20030;TR20300;01/11/2021;36649,4
1643;21/22;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/12/2021;13703
1644;21/22;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;01/12/2021;2045,6
1645;21/22;GHARB;Douar Oued Mahdouma;AF;AF1;12020;TR12020;01/12/2021;15399,2
1646;21/22;GHARB;Douar Oued Mahdouma;AF;AF1;12050;TR12050;01/12/2021;4463
1647;21/22;GHARB;Douar Oued Mahdouma;AF;AF1;13010;TR13010;01/12/2021;10073,6
1648;21/22;GHARB;Douar Oued Mahdouma;ORA;ORA2;15060;TR15060;01/12/2021;22865,3
1649;21/22;GHARB;Douar Oued Mahdouma;ORA;ORA4;14010;TR14010;01/12/2021;4289
1650;21/22;GHARB;Chorf Laghouazi;CLA;CLA1;13030;TR11130;01/12/2021;1805,6
1651;21/22;GHARB;Chorf Laghouazi;CLA;CLA6;18030;TR11140;01/12/2021;18140
1652;21/22;GHARB;Chorf Laghouazi;CLA;CLA12;13010;TR11120;01/12/2021;1973
1653;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12010;TR11090;01/12/2021;4157
1654;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12020;TR11100;01/12/2021;19225,1
1655;21/22;GHARB;Chorf Laghouazi;ORA;ORA2;17010;TR23070;01/12/2021;3899
1656;21/22;GHARB;Chorf Laghouazi;ORA;ORA2;17020;TR23080;01/12/2021;1583
1657;21/22;GHARB;Chorf Laghouazi;ORA;ORA2;17030;TR23070;01/12/2021;25233,5
1658;21/22;GHARB;Chorf Laghouazi;CLA;CLA7;14010;TR11010;01/12/2021;13079
1659;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12010;TR11020;01/12/2021;21596,3
1660;21/22;GHARB;Chorf Laghouazi;CLA;CLA15;13010;TR11040;01/12/2021;16019
1661;21/22;GHARB;Chorf Laghouazi;CLA;CLA15;13020;TR11040;01/12/2021;11503,4
1662;21/22;GHARB;Chorf Laghouazi;CLA;CLA16;11010;TR11030;01/12/2021;6497
1663;21/22;GHARB;Chorf Laghouazi;CLA;CLA16;11020;TR11030;01/12/2021;3807,2
1664;21/22;GHARB;Chorf Laghouazi;CLA;CLA16;11030;TR11030;01/12/2021;10502,6
1665;21/22;GHARB;Ben Mansour;AF;AF1;11240;TR11240;01/12/2021;2111
1666;21/22;GHARB;Ben Mansour;CLA;CLA14;11211;TR11211;01/12/2021;56722,1
1667;21/22;GHARB;Ben Mansour;CLA;CLA15;11140;TR11140;01/12/2021;19577
1668;21/22;GHARB;Ben Mansour;CLA;CLA16;11160;TR11160;01/12/2021;5189
1669;21/22;GHARB;Ben Mansour;ORA;ORA2;11170;TR11170;01/12/2021;13721,9
1670;21/22;GHARB;Jorf El Melha;CLA;CLA7;13010;TR13000;01/12/2021;413
1671;21/22;GHARB;Jorf El Melha;CLA;CLA7;13030;TR13030;01/12/2021;3527
1672;21/22;GHARB;Jorf El Melha;CLA;CLA14;11010;TR11000;01/12/2021;39202,1
1673;21/22;GHARB;Jorf El Melha;CLA;CLA15;12010;TR12000;01/12/2021;647
1674;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10001;TR21010;01/12/2021;9725
1675;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10007;TR22141;01/12/2021;38539,1
1676;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10008;TR22220;01/12/2021;20369
1677;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10009;TR21040;01/12/2021;27489,5
1678;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10010;TR30099;01/12/2021;11861
1679;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10011;TR30100;01/12/2021;1877
1680;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10012;TR30101;01/12/2021;38249
1681;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10033;TR22142;01/12/2021;16943
1682;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/12/2021;767
1683;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10035;TR22031;01/12/2021;21923,6
1684;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;22010;TR22010;01/12/2021;7277
1685;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20001;TR14020;01/12/2021;2699
1686;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20002;TR14030;01/12/2021;37269,8
1687;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20003;TR14040;01/12/2021;4715
1688;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20004;TR12030;01/12/2021;10145
1689;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20006;TR14010;01/12/2021;845
1690;21/22;HAOUZ;Marrakech;CLA;CLA8;15060;TR11003;01/12/2021;8433,8
1691;21/22;HAOUZ;Marrakech;CLA;CLA8;15070;TR11003;01/12/2021;3167
1692;21/22;HAOUZ;Marrakech;CLA;CLA14;12010;TR11402;01/12/2021;497
1693;21/22;HAOUZ;Marrakech;CLA;CLA14;13010;TR11302;01/12/2021;25588,7
1694;21/22;HAOUZ;Marrakech;CLA;CLA14;13130;TR11105;01/12/2021;3026
1695;21/22;HAOUZ;Marrakech;CLA;CLA15;11050;TR11602;01/12/2021;4739
1696;21/22;HAOUZ;Marrakech;CLA;CLA15;11112;TR11602;01/12/2021;38625,5
1697;21/22;HAOUZ;Marrakech;CLA;CLA15;12090;TR11501;01/12/2021;16553
1698;21/22;HAOUZ;Marrakech;CLA;CLA15;12150;TR11501;01/12/2021;16712,3
1699;21/22;HAOUZ;Marrakech;NOA;NOA1;12020;TR11803;01/12/2021;7193
1700;21/22;HAOUZ;Marrakech;NOA;NOA1;12050;TR11901;01/12/2021;974,9
1701;21/22;HAOUZ;Marrakech;NOA;NOA1;12060;TR11803;01/12/2021;647
1702;21/22;HAOUZ;Marrakech;NOA;NOA1;12100;TR12002;01/12/2021;45023
1703;21/22;HAOUZ;Marrakech;NOA;NOA1;12140;TR11901;01/12/2021;4487
1704;21/22;HAOUZ;Marrakech;NOA;NOA1;13997;TR12101;01/12/2021;32489
1705;21/22;HAOUZ;Marrakech;NOA;NOA1;13998;TR12101;01/12/2021;43739
1706;21/22;HAOUZ;Marrakech;NOA;NOA1;13999;TR12101;01/12/2021;7691
1707;21/22;HAOUZ;Marrakech;NOA;NOA1;15030;TR11703;01/12/2021;28859
1708;21/22;HAOUZ;Marrakech;NOA;NOA1;15040;TR11703;01/12/2021;4319
1709;21/22;HAOUZ;Marrakech;NOA;NOA1;15080;TR11703;01/12/2021;27815
1710;21/22;HAOUZ;Marrakech;NOA;NOA1;15090;TR11703;01/12/2021;18251
1711;21/22;HAOUZ;Marrakech;NOA;NOA1;15100;TR11703;01/12/2021;22289
1712;21/22;HAOUZ;Marrakech;NOA;NOA1;15110;TR11703;01/12/2021;23543
1713;21/22;HAOUZ;Marrakech;NOA;NOA1;15120;TR11703;01/12/2021;24209
1714;21/22;HAOUZ;Marrakech;NOA;NOA1;19995;TR12101;01/12/2021;12311
1715;21/22;HAOUZ;Marrakech;NOA;NOA1;19999;TR12101;01/12/2021;12437
1716;21/22;HAOUZ;Marrakech;NOA;NOA1;22005;TR12101;01/12/2021;19253
1717;21/22;HAOUZ;Marrakech;AF;AF1;23080;TR21705;01/12/2021;13715,9
1718;21/22;HAOUZ;Marrakech;AF;AF1;23090;TR21705;01/12/2021;13811
1719;21/22;HAOUZ;Marrakech;AF;AF1;23100;TR21705;01/12/2021;3983
1720;21/22;HAOUZ;Marrakech;AF;AF1;23110;TR21705;01/12/2021;14188,1
1721;21/22;HAOUZ;Marrakech;AF;AF1;23120;TR21705;01/12/2021;2128,7
1722;21/22;HAOUZ;Marrakech;AF;AF1;23130;TR21807;01/12/2021;3389
1723;21/22;HAOUZ;Marrakech;AF;AF1;23140;TR21807;01/12/2021;377
1724;21/22;HAOUZ;Marrakech;CLA;CLA14;23040;TR21202;01/12/2021;737
1725;21/22;HAOUZ;Marrakech;CLA;CLA15;22212;TR21001;01/12/2021;6891,5
1726;21/22;HAOUZ;Marrakech;CLA;CLA15;32080;TR31001;01/12/2021;3955,7
1727;21/22;HAOUZ;Marrakech;CLA;CLA15;33010;TR31102;01/12/2021;221
1728;21/22;HAOUZ;Marrakech;CLA;CLA15;33020;TR31102;01/12/2021;875
1729;21/22;HAOUZ;Marrakech;NOA;NOA1;21120;TR21303;01/12/2021;7191,2
1730;21/22;HAOUZ;Marrakech;NOA;NOA1;21130;TR21303;01/12/2021;4807,4
1731;21/22;HAOUZ;Marrakech;NOA;NOA1;21140;TR21303;01/12/2021;155
1732;21/22;HAOUZ;Marrakech;NOA;NOA1;21150;TR21303;01/12/2021;7255,4
1733;21/22;HAOUZ;Marrakech;NOA;NOA1;21160;TR21303;01/12/2021;4950,5
1734;21/22;HAOUZ;Marrakech;ORA;ORA4;31050;TR31303;01/12/2021;131
1735;21/22;HAOUZ;Marrakech;ORA;ORA4;31060;TR31303;01/12/2021;6191,3
1736;21/22;HAOUZ;Marrakech;ORA;ORA4;32040;TR31303;01/12/2021;3715,7
1737;21/22;HAOUZ;Marrakech;ORA;ORA4;32060;TR31303;01/12/2021;1013
1738;21/22;HAOUZ;Marrakech;ORA;ORA4;32140;TR31202;01/12/2021;671
1739;21/22;HAOUZ;Marrakech;CLA;CLA14;20213;TR20213;01/12/2021;7613
1740;21/22;HAOUZ;Marrakech;CLA;CLA14;20214;TR20214;01/12/2021;8055,8
1741;21/22;HAOUZ;Marrakech;CLA;CLA14;20215;TR20215;01/12/2021;737
1742;21/22;HAOUZ;Marrakech;CLA;CLA14;20217;TR20217;01/12/2021;1415
1743;21/22;HAOUZ;Marrakech;CLA;CLA14;20218;TR20218;01/12/2021;6275,9
1744;21/22;HAOUZ;Marrakech;CLA;CLA14;20435;TR20435;01/12/2021;1671,2
1745;21/22;HAOUZ;Marrakech;CLA;CLA14;20436;TR20436;01/12/2021;143
1746;21/22;HAOUZ;Marrakech;CLA;CLA14;25311;TR25311;01/12/2021;1037
1747;21/22;HAOUZ;Marrakech;CLA;CLA16;20108;TR20108;01/12/2021;484,7
1748;21/22;HAOUZ;Marrakech;CLA;CLA16;20109;TR20109;01/12/2021;29201
1749;21/22;HAOUZ;Marrakech;CLA;CLA16;20210;TR20210;01/12/2021;911
1750;21/22;HAOUZ;Marrakech;CLA;CLA16;20211;TR20211;01/12/2021;62737,7
1751;21/22;HAOUZ;Marrakech;CLA;CLA16;20212;TR20212;01/12/2021;9416
1752;21/22;HAOUZ;Marrakech;CLA;CLA16;20319;TR20319;01/12/2021;32364,2
1753;21/22;HAOUZ;Marrakech;CLA;CLA16;20320;TR20320;01/12/2021;9860
1754;21/22;HAOUZ;Marrakech;CLA;CLA16;20321;TR20321;01/12/2021;21851
1755;21/22;HAOUZ;Marrakech;CLA;CLA16;20324;TR20324;01/12/2021;4169
1756;21/22;HAOUZ;Marrakech;CLA;CLA16;20328;TR20328;01/12/2021;4499
1757;21/22;HAOUZ;Marrakech;CLA;CLA16;20329;TR20329;01/12/2021;365
1758;21/22;HAOUZ;Marrakech;CLA;CLA16;20330;TR20330;01/12/2021;98359,1
1759;21/22;HAOUZ;Marrakech;CLA;CLA16;20416;TR20416;01/12/2021;264135,5
1760;21/22;HAOUZ;Marrakech;CLA;CLA16;20422;TR20422;01/12/2021;28343
1761;21/22;HAOUZ;Marrakech;CLA;CLA16;20423;TR20423;01/12/2021;6472,4
1762;21/22;HAOUZ;Marrakech;CLA;CLA16;20531;TR20531;01/12/2021;184,4
1763;21/22;HAOUZ;Marrakech;CLA;CLA17;25310;TR25310;01/12/2021;13529,3
1764;21/22;HAOUZ;Marrakech;CLA;CLA18;20106;TR20106;01/12/2021;1019
1765;21/22;HAOUZ;Marrakech;NOA;NOA1;20437;TR20437;01/12/2021;40134,2
1766;21/22;HAOUZ;Marrakech;NOA;NOA1;20438;TR20438;01/12/2021;2135
1767;21/22;HAOUZ;Marrakech;NOA;NOA1;20439;TR20439;01/12/2021;79955
1768;21/22;HAOUZ;Marrakech;NOA;NOA1;20540;TR20540;01/12/2021;16973
1769;21/22;HAOUZ;Marrakech;NOA;NOA1;20541;TR20541;01/12/2021;15705,5
1770;21/22;HAOUZ;Marrakech;NOA;NOA1;20542;TR20542;01/12/2021;5039
1771;21/22;HAOUZ;Marrakech;NOA;NOA1;20543;TR20543;01/12/2021;21833
1772;21/22;HAOUZ;Marrakech;NOA;NOA1;20544;TR20544;01/12/2021;11099
1773;21/22;HAOUZ;Marrakech;NOA;NOA1;24361;TR24361;01/12/2021;1103
1774;21/22;ORIENTAL;Cherraa;CLA;CLA5;11001;TR11300;01/12/2021;1217
1775;21/22;ORIENTAL;Cherraa;CLA;CLA5;11002;TR11300;01/12/2021;3934,1
1776;21/22;ORIENTAL;Cherraa;CLA;CLA5;11003;TR11300;01/12/2021;20820,5
1777;21/22;ORIENTAL;Cherraa;CLA;CLA5;11004;TR11300;01/12/2021;9569
1778;21/22;ORIENTAL;Cherraa;CLA;CLA5;11005;TR11300;01/12/2021;5963
1779;21/22;ORIENTAL;Cherraa;CLA;CLA5;11006;TR11300;01/12/2021;323
1780;21/22;ORIENTAL;Cherraa;CLA;CLA5;11007;TR11300;01/12/2021;11082,8
1781;21/22;ORIENTAL;Cherraa;CLA;CLA5;11008;TR11400;01/12/2021;15785,3
1782;21/22;ORIENTAL;Cherraa;CLA;CLA5;11009;TR11400;01/12/2021;8837
1783;21/22;ORIENTAL;Cherraa;CLA;CLA5;11010;TR11400;01/12/2021;941
1784;21/22;ORIENTAL;Cherraa;CLA;CLA5;11011;TR11400;01/12/2021;2512,4
1785;21/22;ORIENTAL;Cherraa;CLA;CLA5;11012;TR11100;01/12/2021;4964
1786;21/22;ORIENTAL;Cherraa;CLA;CLA5;11013;TR11100;01/12/2021;4919
1787;21/22;ORIENTAL;Cherraa;CLA;CLA5;11014;TR11100;01/12/2021;245
1788;21/22;ORIENTAL;Cherraa;CLA;CLA5;11015;TR11200;01/12/2021;21671
1789;21/22;ORIENTAL;Cherraa;CLA;CLA5;11016;TR11100;01/12/2021;11201
1790;21/22;ORIENTAL;Cherraa;CLA;CLA5;11017;TR11100;01/12/2021;42665
1791;21/22;ORIENTAL;Cherraa;CLA;CLA5;11018;TR11100;01/12/2021;37001
1792;21/22;ORIENTAL;Cherraa;CLA;CLA5;11019;TR11100;01/12/2021;14861
1793;21/22;ORIENTAL;Cherraa;CLA;CLA5;11020;TR11200;01/12/2021;6185
1794;21/22;ORIENTAL;Cherraa;CLA;CLA5;11021;TR11200;01/12/2021;6569,6
1795;21/22;ORIENTAL;Cherraa;CLA;CLA5;11022;TR11200;01/12/2021;10641,8
1796;21/22;ORIENTAL;Cherraa;CLA;CLA5;11023;TR11200;01/12/2021;1685
1797;21/22;ORIENTAL;Cherraa;CLA;CLA5;11024;TR11200;01/12/2021;6122,3
1798;21/22;ORIENTAL;Cherraa;CLA;CLA5;11025;TR11200;01/12/2021;3011
1799;21/22;ORIENTAL;Cherraa;CLA;CLA5;11026;TR11200;01/12/2021;5099
1800;21/22;ORIENTAL;Cherraa;CLA;CLA5;11027;TR11200;01/12/2021;4180,4
1801;21/22;ORIENTAL;Cherraa;CLA;CLA5;11028;TR11200;01/12/2021;6830,9
1802;21/22;ORIENTAL;Cherraa;CLA;CLA5;11029;TR11200;01/12/2021;1361
1803;21/22;ORIENTAL;Cherraa;CLA;CLA5;11030;TR11200;01/12/2021;3419
1804;21/22;ORIENTAL;Cherraa;CLA;CLA5;11031;TR11500;01/12/2021;2879
1805;21/22;ORIENTAL;Cherraa;CLA;CLA5;11032;TR11500;01/12/2021;4319
1806;21/22;ORIENTAL;Cherraa;CLA;CLA5;11033;TR11200;01/12/2021;6977
1807;21/22;ORIENTAL;Cherraa;CLA;CLA5;11034;TR11500;01/12/2021;22886
1808;21/22;ORIENTAL;Cherraa;CLA;CLA5;11035;TR11500;01/12/2021;5279
1809;21/22;ORIENTAL;Cherraa;CLA;CLA5;11036;TR11500;01/12/2021;47741
1810;21/22;ORIENTAL;Cherraa;CLA;CLA5;11037;TR11500;01/12/2021;23711
1811;21/22;ORIENTAL;Cherraa;CLA;CLA5;11038;TR11500;01/12/2021;7841
1812;21/22;ORIENTAL;Cherraa;CLA;CLA5;11039;TR11500;01/12/2021;24593
1813;21/22;ORIENTAL;Cherraa;CLA;CLA5;11040;TR11500;01/12/2021;33425
